id,EAP,HPL,MWS
id02310,0.0293698655,0.0199421719,0.95068798
id24541,0.949942565,0.038951026,0.011106347
id00134,0.063840393,0.92130702,0.014852598
id27757,0.816961345,0.17139738799999998,0.0116412485
id04081,0.85023535,0.046845901499999995,0.10291881
id27337,0.802487825,0.18444372,0.0130684795
id24265,0.8323724,0.145947965,0.0216796265
id25917,0.02755438325,0.040742284999999996,0.931703365
id04951,0.9854567000000001,0.014119465,0.00042379773
id14549,0.939411325,0.0124022235,0.048186454000000004
id22505,0.0048596242,0.054119956999999996,0.94102043
id24002,0.00038743696650000005,0.99944202,0.000170523856
id18982,0.022863345,0.0327850695,0.9443515849999999
id15181,0.0019170790500000002,0.997824,0.00025885861500000003
id21888,0.90239542,0.026543183999999997,0.0710614225
id12035,0.004368172500000001,0.0006198164800000001,0.995012
id17991,0.49891297999999995,0.057252568000000004,0.44383444
id10707,0.999586345,0.00031765796099999995,9.602557e-05
id07101,0.36028088,0.0241666355,0.61555247
id00345,0.87578105,0.11084456200000001,0.013374382
id05912,0.90046945,0.016671838,0.082858711
id13443,0.606624585,0.02342219675,0.3699532
id09248,0.23247442999999998,0.050119223000000004,0.7174062999999999
id17542,0.0367459265,0.9514965,0.01175763075
id06995,0.053529069,0.123539256,0.822931685
id25159,0.4590774,0.018967834500000003,0.52195473
id25729,0.439304495,0.5191579049999999,0.0415375925
id26949,0.515294835,0.465902115,0.0188030375
id27191,0.03675329975,0.0023669279,0.9608798000000001
id07668,0.0206077966,0.025795485835,0.953596725
id02230,0.046202116,0.047880629,0.9059173
id15553,0.99769905,0.00148433593,0.0008166486999999999
id25688,0.0003814281,0.99917832,0.000440259495
id17545,0.98359215,0.0114459485,0.004961906
id13929,0.605497335,0.23740698999999998,0.157095693
id12880,0.1164397315,0.170660355,0.7128999149999999
id19282,0.4690771,0.43181405,0.099108857
id14690,0.004433073250000001,0.001534572875,0.9940323499999999
id17975,0.0033989284,0.9945899500000001,0.0020111319
id08037,0.849580585,0.07378796415,0.0766314325
id15412,0.034472205,0.0047401276,0.9607876799999999
id25032,0.35357739,0.0749213005,0.5715013199999999
id27165,0.9964341000000001,0.00178295937,0.0017828903150000001
id03327,0.9405965,0.026704347000000003,0.032699153
id18515,0.98735795,0.005666872399999999,0.0069751945
id21003,0.053265539,0.007995362,0.93873915
id23855,0.00432766108,0.9874029200000001,0.008269375175
id20724,0.689201175,0.052862855,0.25793598
id13303,0.7112579699999999,0.031064612,0.257677505
id16521,0.004287195,0.3238875215,0.67182526
id20775,0.9900767999999999,0.00802589035,0.0018973274
id13029,0.95483145,0.0319115715,0.0132569645
id14660,0.7785548499999999,0.19713039999999998,0.024314788
id11028,0.00046380295000000003,3.0940522e-05,0.9995052499999999
id14180,0.9945394249999999,0.004501524,0.00095902425
id25860,0.9936707300000001,0.00594060324,0.00038862234
id11910,0.30133476,0.0200868025,0.6785784699999999
id08065,0.08895067899999999,0.023447878999999998,0.8876014249999999
id22674,0.0050053465499999995,0.001049249545,0.9939454299999999
id25018,0.08749815799999999,0.00442140385,0.90808045
id10892,0.073528004,0.91638113,0.010090917250000001
id10217,0.1611540705,0.829203465,0.00964248345
id12996,0.50634014,0.07537194350000001,0.41828795
id18262,0.8435909000000001,0.0962715825,0.0601374915
id08606,0.00150116398,0.9977621,0.000736694475
id17233,0.64689063,0.039010637,0.314098665
id00101,0.763482,0.132903567,0.103614415
id12225,0.85339842,0.0807449745,0.065856582
id01364,0.05630191,0.9272688,0.016429251
id24973,0.6257228749999999,0.00625000425,0.36802715999999996
id25363,0.984744015,0.0026348255,0.012621158300000001
id10061,0.39992488000000004,0.09431491,0.505760185
id17673,0.40754731,0.5239882,0.0684644765
id13249,0.184172545,0.0517137675,0.76411373
id10107,0.001489492385,0.000148897995,0.99836163
id04403,0.99395828,0.0044148486,0.0016269074500000003
id25728,0.98074299,0.00594291735,0.013314143
id16184,0.39088885500000004,0.0981429325,0.51096825
id03438,0.0009615522,4.2605545e-05,0.99899585
id22923,0.01663671,0.9790269,0.00433642495
id08610,0.996015105,0.0006309948700000001,0.00335388145
id25355,0.04902364199999999,0.019619948499999998,0.9313564299999999
id16916,0.9078910499999999,0.058124247,0.033984707350000004
id12793,0.01194060185,0.980619695,0.007439746360000001
id11859,0.6629252699999999,0.014645153999999999,0.322429585
id02434,0.9992608999999999,0.0005222325524999999,0.0002168685785
id27703,0.0028223948,0.00080265289,0.99637495
id25212,0.076448645,0.9125379,0.011013488
id11308,0.150424915,0.36634812,0.48322695000000004
id26094,0.93975808,0.053143669,0.00709824435
id22080,0.8936854000000001,0.09463274499999999,0.0116819178
id03545,0.8593308749999999,0.1267277635,0.0139414212
id23725,0.004096465365,0.0048054709,0.9910981050000001
id12009,0.93945558,0.0271530365,0.0333914135
id24241,0.51480935,0.11866167,0.366528985
id03596,0.065312311,0.9281288249999999,0.006558876
id10749,0.038189523600000004,0.92712575,0.0346847395
id22794,0.00046898971499999997,0.0005799212,0.998951045
id15482,0.0604764285,0.67769515,0.2618283815
id04833,0.59909898,0.378544,0.022357019
id00397,0.00172932578,0.000364222185,0.997906475
id14691,0.107151892,0.050307729,0.84254038
id05193,0.017571403,0.0014554442700000002,0.980973155
id19541,0.98778957,0.008979760399999998,0.0032306073500000003
id22166,9.131543800000001e-05,6.99800825e-05,0.99983865
id20744,0.0051415008499999994,0.000876399385,0.99398213
id10392,0.001421399675,0.00032842971,0.9982502200000001
id00770,0.9336481999999999,0.055024299,0.011327486500000001
id06018,0.62707845,0.24582547499999996,0.12709605
id15678,0.288871995,0.0218189405,0.6893090900000001
id08305,0.9652770799999999,0.01860803765,0.016114881499999997
id08903,0.08811099450000001,0.00785180375,0.90403722
id14752,0.94092087,0.046963066,0.012116056500000002
id12468,0.0036261157999999995,0.996008735,0.000365111465
id05085,0.6594913649999999,0.1794135275,0.16109516000000002
id21993,0.318697995,0.017151534,0.66415046
id15503,0.942993075,0.046662458000000004,0.010344548
id03021,4.3565874499999996e-05,0.99987363,8.273644349999999e-05
id16123,0.999532555,0.00032964897150000006,0.00013780363
id19383,0.998315125,0.0009277898000000001,0.0007570939699999999
id04186,0.997466075,0.0007154772100000001,0.0018184994499999998
id17954,0.00061525914,0.000214122335,0.9991706149999999
id12030,0.333698005,0.00610966,0.66019233
id13020,0.6932125250000001,0.29539053499999995,0.011396914000000001
id25327,0.0028001513000000004,0.9966526499999999,0.00054722411
id16344,0.03516274,0.22998056,0.7348567
id12303,0.042091695,0.9496972499999999,0.0082110395
id15017,0.9090252000000001,0.0824253965,0.008549412
id22308,0.1927844,0.064100496,0.7431150950000001
id06536,0.005747961750000001,0.00438994265,0.989862115
id19797,0.10486510500000001,0.80606248,0.08907243299999999
id06332,0.717312325,0.190868621,0.09181898849999999
id22941,0.065061792,0.0622081735,0.872730045
id13547,0.003270354,0.00614718065,0.99058245
id06928,0.006194304500000001,0.00041733768,0.993388355
id12521,0.071149995,0.915893785,0.0129561501
id25716,0.80833782,0.008108003,0.18355420500000003
id27116,1.6027806965e-05,1.06348887e-06,0.99998288
id19941,0.0050614745,0.992584915,0.0023536369
id05711,0.00010273706700000002,0.000116060098,0.9997812500000001
id02097,0.000249210775,0.00152406967,0.9982267
id03563,0.011062826064999998,0.9859383000000002,0.00299889985
id02295,0.3661024,0.548552795,0.085344768
id08179,0.9725107550000001,0.00902897685,0.0184602575
id05332,0.0045286492,0.9940867250000001,0.0013845996499999998
id15697,0.8009461449999999,0.183103616,0.015950304499999998
id17026,0.42606084999999994,0.08334094,0.49059822000000003
id04243,0.178846825,0.8155384699999999,0.0056148012
id13175,0.99941898,0.000226208398,0.00035481162000000003
id05387,0.981579575,0.0073751886499999995,0.0110452542
id19989,0.9411961500000001,0.035510374,0.0232934645
id25173,0.0069850237499999995,0.006423084899999999,0.986591935
id08925,0.003483738355,0.9962478,0.000268441337
id03034,0.006723375,0.9797285500000001,0.013548048
id13272,0.00041248658300000005,0.99941385,0.00017370948425000002
id07956,0.99395105,0.0017872915499999999,0.0042616095
id02648,0.00835620335,0.00355141795,0.9880924
id01778,0.071431483,0.002738320025,0.9258301199999999
id12846,0.000290449245,9.9785243e-05,0.99960977
id19001,0.066681554,0.0027961745,0.9305223
id05763,0.44250746,0.01678106465,0.54071149
id15590,0.000394749034,3.6301258e-05,0.9995689249999999
id04912,0.32596598499999996,0.51629972,0.157734247
id21201,0.916248715,0.0288569315,0.054894345000000004
id13215,0.99659235,0.00072629241,0.0026813098
id15612,0.0024349723,0.996365325,0.001199699285
id18501,0.00797180685,0.0034771209999999997,0.9885510750000001
id07223,0.57521805,0.20479620799999998,0.219985778
id06707,0.50043169,0.22034791999999997,0.279220425
id05238,5.582147499999999e-05,0.9999248500000001,1.9310114999999998e-05
id00935,0.00602788685,0.023906053849999997,0.970066035
id00110,0.1044002265,0.07700486000000001,0.8185949
id17476,0.98999927,0.00744651435,0.0025542686
id15170,0.9867835149999999,0.00984035687,0.0033761592999999998
id13397,0.095256895,0.072319127,0.832423955
id24283,0.704611345,0.2818066765,0.013582041
id15234,0.9889751099999999,0.0100166666,0.0010081586
id16884,0.17680131,0.6290652000000001,0.19413352500000003
id07831,0.16569991,0.77058005,0.06372001
id16038,0.9473864249999999,0.038095868,0.014517745
id03629,0.92564055,0.037429785,0.0369296755
id21019,0.7564826250000001,0.162165955,0.08135143
id21835,0.7991306499999999,0.035464178,0.1654051875
id04480,0.0037671439,0.9960469000000001,0.00018588883
id20838,0.38379725,0.60124423,0.014958580499999999
id24195,0.38307839499999996,0.23278541000000003,0.38413622999999997
id05448,0.7834063,0.174866885,0.041726817
id15957,0.042200881,0.934738365,0.0230607665
id19956,0.00113221055,0.00010875946,0.998759025
id15104,0.005254708,0.4622397115,0.532505565
id17559,0.86414678,0.058182762,0.077670397
id16839,0.188831475,0.41695107499999995,0.39421740000000005
id14493,0.8269417000000001,0.01447022465,0.158588015
id08833,0.62431845,0.0051640196999999995,0.37051760499999997
id15723,0.14098487999999998,0.053342182999999994,0.80567302
id02716,0.9959167500000001,0.0018557583500000002,0.00222749485
id06689,0.0036209034,0.9954432,0.0009358580700000001
id18837,0.065341279,0.034741641,0.8999170700000001
id04466,0.888250875,0.10260440935000001,0.0091447012
id00686,0.82052317,0.023478991499999997,0.155997834
id09010,0.3150447,0.66406575,0.020889516999999996
id23353,0.9839633,0.00390336615,0.01213339935
id00066,0.46984505500000007,0.517973865,0.0121810445
id15724,0.29111854000000004,0.68181601,0.027065478000000004
id23486,0.028798661000000003,0.001331083575,0.9698702
id22258,0.003470566465,0.00183594342,0.994693485
id02292,0.8186255499999999,0.095384585,0.08598982
id16356,0.1378802915,0.0722251772,0.789894525
id00235,0.32741353500000003,0.058032079,0.614554425
id25522,0.055919698000000004,0.016300154,0.927780225
id04204,0.0075912809000000005,0.9913102,0.0010985545
id22016,0.71793532,0.0618862285,0.22017839
id06480,0.0031188937500000002,0.9933696,0.0035114957
id08718,0.0219166295,0.0016959867699999998,0.9763874000000001
id05251,0.00049137672,0.99942714,8.15001805e-05
id03359,0.731191675,0.197682915,0.07112542150000001
id16117,0.00967045635,0.00189844005,0.9884311000000001
id17000,0.00164056058,0.9978664500000001,0.000492978915
